active_days,sessions,active_users,product_views,add_to_cart_events,checkout_starts,purchasing_sessions,transactions,revenue,session_purchase_conversion_rate,event_view_to_cart_rate,event_cart_to_checkout_rate,event_checkout_to_purchase_rate,average_order_value,revenue_per_active_user,revenue_per_session,cart_abandonment_rate,checkout_abandonment_rate,buyers,repeat_buyers,high_intent_non_buyers,cart_abandoner_non_buyers,checkout_abandoner_non_buyers,repeat_buyer_rate
92,360129,356021,386068,58543,38757,4848,5258,362165.0,1.35,15.16,66.2,12.51,68.88,1.02,1.01,21.08,16.15,4400,518,9630,9630,5315,11.77
